Text	Season	Episode
Silent movies with organ.	2	2
The Montclair Art Gallery.	2	2
George Inness. Have you heard of him?	2	2
Of course I have.	2	2
Come.	2	2
Enjoy.	2	2
Imbibe.	2	2
You're a button, you know that?	2	2
And you're drunk.	2	2
Can't get Donna here on my desk	2	2
because she keeps refusing.	2	2
You're not allowed to do that.	2	2
I can't feel my cheeks.	2	2
I can.	2	2
I feel them fine.	2	2
My mother says when you can't feel your cheeks,	2	2
it's time to stop.	2	2
Well, what do I do with this?	2	2
There. That works.	2	2
[whispering] Oh, my God.	2	2
Don't you and Kitty have some place to be?	2	2
"Apparently, when they say ""on call,"""	2	2
"it does not mean ""available by phone."""	2	2
You have to be in the hospital.	2	2
I'm sorry he didn't make it.	2	2
I'm looking forward to meeting him.	2	2
I've been having this pain right here.	2	2
You've met him.	2	2
How could I forget?	2	2
Big, handsome, saves people's lives.	2	2
Why did you get the nice glass?	2	2
Because I have the Rhône Gallagher.	2	2
Fine. What is it?	2	2
There's a ship that went down in 1871,	2	2
and the casks of Rhône were on it.	2	2
It was a very good year.	2	2
And it sank,	2	2
and they washed up on shore two years ago,	2	2
and they sold 180 bottles,	2	2
and I have one.	2	2
But not a sofa.	2	2
Joan, I want you to meet someone.	2	2
My baby... Sheila.	2	2
Sheila White.	2	2
Joan is our senior secretary.	2	2
Office manager.	2	2
Sheila's an assistant manager.	2	2
At the Food Fair in South Orange.	2	2
She's saving for school.	2	2
[Man] Kinsey!	2	2
What?	2	2
The man upstairs is here.	2	2
God?	2	2
No. It's Mr. Hoffenberg.	2	2
He wants to talk to you.	2	2
He smells marijuana.	2	2
Don't talk until I get back.	2	2
I'm serious.	2	2
I don't think we have a Food Fair in Manhattan.	2	2
Is it a big market with a parking lot?	2	2
It is.	2	2
Well, one day you'll drive in	2	2
in a station wagon and be a customer.	2	2
Oh, I grew up out here.	2	2
I've already been a customer.	2	2
It's fun to meet the boys, put faces with names.	2	2
Well, it's good to see you and Paul together.	2	2
I have to say, when Paul and I were together,	2	2
the last thing I would have taken him for	2	2
was open-minded.	2	2
I love your purse.	2	2
Oh.	2	2
Thanks. I just got it.	2	2
What's that?	2	2
Marjorie. Works at the newsstand.	2	2
I like.	2	2
But behind her.	2	2
You stole that.	2	2
That's from the office.	2	2
That dumb girl almost got fired.	2	2
But she didn't.	2	2
I'm a writer. I need it.	2	2
Mmm...	2	2
Mmm.	2	2
Hey, Brooklyn, come home with me.	2	2
Nuh-uh.	2	2
Why not? I live alone.	2	2
Why should I?	2	2
Because I like you, and we're having a good time,	2	2
and I'm a good kisser,	2	2
and you know you want to.	2	2
Eugene. Hmm.	2	2
I'm in the persuasion business,	2	2
and frankly, I'm disappointed by your presentation.	2	2
Oh, come on.	2	2
[phone rings]	2	2
[ring]	2	2
[ring]	2	2
[ring]	2	2
[ring]	2	2
Fifth Avenue's a parking lot,	2	2
in both directions.	2	2
Traffic makes the parade look bigger.	2	2
What parade?	2	2
Colonel Glenn.	2	2
It's incredible what passes for heroism these days.	2	2
I'd like ticker tape	2	2
for pulling out of my driveway	2	2
and going around the block three times.	2	2
It's not like people were shooting at him.	2	2
I think he's a winner.	2	2
Square jaw, false modesty.	2	2
Looks like he just took off his letterman jacket.	2	2
You going to go down there	2	2
with your autograph book at lunch?	2	2
[phones ringing]	2	2
Can I just fire everyone?	2	2
Excuse me!	2	2
[ringing continues]	2	2
Excuse me!	2	2
This is a place of business.	2	2
Colonel Glenn will be on Earth	2	2
for the rest of his life.	2	2
Plane went down.	2	2
American Airlines Flight 1 to Los Angeles.	2	2
Crashed in Jamaica Bay.	2	2
[Man] had suddenly become locked	2	2
in a death dive into the bay...	2	2
There could be a hundred people on there.	2	2
Just fell out of the sky.	2	2
Turn prescribed by Idlewild Airport rules.	2	2
The Federal Aviation Agency	2	2
said there is no rational basis	2	2
for grounding the Boeing 707	2	2
as a result of the crash.	2	2
Federal Aviation administrator Najeeb Halaby	2	2
summarizing... Turn it off.	2	2
Of the investigation said there was no...	2	2
Pull all Mohawk ROP.	2	2
And anything in production, stop it.	2	2
But it wasn't a Mohawk plane.	2	2
We don't want people opening their morning paper	2	2
and seeing a Mohawk ad next to a picture of a floating engine.	2	2
The rest of you, stop crying and figure out	2	2
how we're going to hit the ground running	2	2
in three weeks with new work.	2	2
Excuse me.	2	2
Well, for one thing,	2	2
"we should probably avoid the term ""hit the ground."""	2	2
[laughter]	2	2
"How about ""Idlewild to Rockaway"	2	2
"in less than eight minutes""?"	2	2
[laughter]	2	2
[phone rings]	2	2
Answer the phone, sweetheart.	2	2
[ring]	2	2
Some of the passengers... Sterling Cooper.	2	2
Were on their way to a golf tournament.	2	2
Apparently, the minute the plane hit,	2	2
the bay turned plaid.	2	2
[laughter]	2	2
Get back to work.	2	2
Jets are made for dropping bombs on Moscow,	2	2
not French cuisine.	2	2
Mmm.	2	2
Although I like those little girls they have.	2	2
You know, they're completely captive.	2	2
[intercom buzzes]	2	2
Mr. Phillips to see you.	2	2
Send him in.	2	2
Someone should tell Draper	2	2
to pull everything from Mohawk.	2	2
He knows that.	2	2
I just had an interesting conversation	2	2
with Shel Keneally.	2	2
He's inside of American Airlines.	2	2
Is the plane still crashed?	2	2
Shel was a client when I was at Y&R in London.	2	2
We had some times together.	2	2
It's complete chaos over there.	2	2
They have any idea what went wrong?	2	2
None.	2	2
Normal takeoff, perfect weather.	2	2
The thing just nose-dived, exploded.	2	2
That's not comforting.	2	2
Shel says they're going to need to make a fresh start.	2	2
"Did he say ""fresh start""?"	2	2
A few times.	2	2
That is an interesting phone call.	2	2
Yes.	2	2
Yes.	2	2
I can't talk right now.	2	2
[clears throat]	2	2
Mr. Campbell, are you all right?	2	2
Mr. Campbell?	2	2
I'm sorry. Am I bothering you?	2	2
What's going on?	2	2
I just got off the phone with my brother.	2	2
It's the strangest thing.	2	2
Apparently, my father was on that plane.	2	2
What?	2	2
My father, he was on the... the plane.	2	2
Oh.	2	2
God, I'm sorry to hear that.	2	2
I don't know what to do.	2	2
I just saw him	2	2
at the barber.	2	2
Paul Molé on Lex.	2	2
What does one do?	2	2
Make arrangements, I guess.	2	2
What am I supposed to do?	2	2
What people do.	2	2
Go home.	2	2
I don't even think I know how old he was.	2	2
Someone's going to ask that.	2	2
I don't know. I suppose.	2	2
You know what?	2	2
I don't think I'm going to tell anyone.	2	2
Am I going to cry?	2	2
You just had a shock.	2	2
I wouldn't...	2	2
worry about what you're feeling.	2	2
Go home and be with your family.	2	2
Why?	2	2
Because that's what people do.	2	2
Is that what you would do?	2	2
Yes.	2	2
Really?	2	2
Yes.	2	2
Everything's exactly the same.	2	2
You should go home.	2	2
What about the Stouffer's meeting?	2	2
I'll cancel it. Hmm.	2	2
It's not hurting anything.	2	2
There's life, and there's work.	2	2
Hey, I got one.	2	2
"""Mohawk Airlines:"	2	2
"when you need to make it past Jamaica Bay."""	2	2
"How about ""American: pioneering vertical flight""?"	2	2
[whistling]	2	2
Mr. Draper, Mr. Cooper would like to see you.	2	2
I spoke with Hank Lamont over at Mohawk.	2	2
How are they doing over there?	2	2
He says they can weather it out.	2	2
I always get the feeling	2	2
that man opens his front door and money comes in.	2	2
Always cleaned me out.	2	2
Best poker player in the South Pacific.	2	2
Duck, tell Don here about your phone call.	2	2
Well, I put in a call	2	2
to check in with Shel Keneally over at American Airlines.	2	2
He used to run International. We're old pals.	2	2
He picked up the phone?	2	2
What's going on over there?	2	2
Shel says it's bedlam.	2	2
Anyway, he was quite clear about the fact	2	2
that they're going to want to make changes	2	2
if they want the dust to settle fast.	2	2
What does that mean?	2	2
It means they'll be looking for a new image	2	2
and thus a new agency.	2	2
What's it been, four, three hours	2	2
since the plane went down?	2	2
You'll have to forgive me	2	2
for not looking at a bunch of bodies in Jamaica Bay	2	2
and seeing the opportunity.	2	2
Adding a few hours or a day or a week	2	2
doesn't make this any more of an opportunity.	2	2
We already have an airline. We don't have American.	2	2
That's right. We have the one	2	2
whose planes didn't just fall out of the sky.	2	2
[chuckles] That's good.	2	2
[Duck] I'm sorry. Is there an issue?	2	2
$1 million. $7 million.	2	2
Am I missing something?	2	2
Did you sign American during this phone call?	2	2
No, but Shel made it very clear	2	2
that if we can get rid of our conflict,	2	2
he'd love to hear our ideas.	2	2
It's a serious foothold.	2	2
Oh, a foothold.	2	2
Well, I'd do anything for a foothold.	2	2
This is how it works.	2	2
We got a regional airline	2	2
so we'd have a shot at a big one.	2	2
I know how you had it in your head.	2	2
The President of American Airlines	2	2
sees a Mohawk ad, falls in love,	2	2
"and says ""Get me that guy."""	2	2
Well, I'm sorry it didn't play out that way.	2	2
Easy.	2	2
We have a good client who trusts us,	2	2
who likes our work,	2	2
who pays their bills on time.	2	2
They don't deserve to be thrown out the door	2	2
for a wink from American.	2	2
I can't believe this.	2	2
Anything else?	2	2
He'll be fine.	2	2
I'll need to cancel my reservations to Sarasota	2	2
and, of course, Andrew's return flight.	2	2
But I... Well, they can't possibly expect...	2	2
I'm sure that's taken care of.	2	2
Dunham's taking care of all that.	2	2
Bud's on the phone with him right now.	2	2
I'm sure he'll forget something.	2	2
There's no way that he can remember everything.	2	2
Bud's very good with things like this.	2	2
Is he aware there is no way	2	2
to have a funeral without the remains?	2	2
What's the difference?	2	2
You're right.	2	2
There's just so much to do.	2	2
What is that?	2	2
What?	2	2
That.	2	2
That.	2	2
What is that?	2	2
Take it.	2	2
I want you to have it.	2	2
He was such a fine man,	2	2
so well-mannered, civic.	2	2
My father admired him.	2	2
What a nice thing to say.	2	2
I like to offer a nice bouquet of thoughts.	2	2
[sighs]	2	2
Did you take care of everything?	2	2
They do this all the time.	2	2
What?	2	2
I took care of it.	2	2
Give me another one of those, a big one.	2	2
Dunham had some unpleasant news.	2	2
Dad was insolvent, broke.	2	2
Is there enough for a funeral?	2	2
As if the idea of a will never crossed your mind?	2	2
We weren't going to get that.	2	2
You weren't.	2	2
What about her money?	2	2
The Dykeman Trust isn't as solid as one would hope.	2	2
A lot of loans were taken out by the president...	2	2
And recipient... Daddy.	2	2
Really? For what?	2	2
[whispering] I asked Dunham if there was a woman.	2	2
He said no.	2	2
It's all oysters, travel, and club memberships.	2	2
Does she know?	2	2
You want to tell her? Go ahead.	2	2
Everything's been taken care of.	2	2
Boys.	2	2
Oh.	2	2
Father called you salt and pepper.	2	2
That's beautiful, Dot.	2	2
[door opens] Hi, Daddy.	2	2
[door closes]	2	2
I made you a ham sandwich.	2	2
What is this?	2	2
Carlton and Francine are coming over for cards.	2	2
Oh, Bets. Didn't we just do that?	2	2
We haven't done it since before Christmas.	2	2
And they keep inviting us, and we never go.	2	2
Can I play cards? I want to play.	2	2
I'm going to lie down for a minute.	2	2
I have the chenille bedspread on.	2	2
Pull it back or they'll see the marks on your face	2	2
and know you were sleeping.	2	2
You can say hello to everyone, then it's off to bed.	2	2
Muddled. That means smash it.	2	2
He'll be nicer on the second one.	2	2
You did a wonderful job on mine.	2	2
Thank you.	2	2
Go take Mommy and Francine's orders.	2	2
Bobby, that is your last one.	2	2
All right. Come on, go.	2	2
Watch TV.	2	2
They're growing like weeds.	2	2
That's true.	2	2
We have the Caruthers girl over to baby-sit already.	2	2
Can you believe that?	2	2
I don't think we know her.	2	2
You'd remember.	2	2
Goes to Immaculate Heart.	2	2
I've been out of high school a long time,	2	2
but honestly, the way these girls dress,	2	2
and those uniforms.	2	2
Carlton.	2	2
What?	2	2
I'm enjoying this story so far,	2	2
but I have a feeling it's not going to end well.	2	2
I think that Francine brings her in to torture me.	2	2
I mean, everything I do rubs her the wrong way.	2	2
I got rid of the apartment in the city.	2	2
I'm taking her to Nassau.	2	2
There was a pie cooling in the windowsill,	2	2
and I'm not even supposed to smell it?	2	2
It's Darkness at Noon.	2	2
What do you want to hear?	2	2
Now, come on. Don't be like that.	2	2
Two Tom Collins.	2	2
Okay, you don't smash the cherry on that.	2	2
Just plop it in at the end.	2	2
Try to keep it in the top of the glass.	2	2
Gin.	2	2
[Man on radio] Oil issues showed some signs of life today	2	2
when the Department of the Treasury	2	2
announced plans to ease import quotas on residual oil.	2	2
By the end of the day, Texaco added 1/4, Shell...	2	2
Oh, good, you didn't wait.	2	2
We couldn't. It's late.	2	2
Work.	2	2
Your hair looks nice.	2	2
It does, and she fought with Mr. Pierre every minute of it.	2	2
Monsieur.	2	2
He's got some funny ideas.	2	2
You want something to eat?	2	2
No, thank you. I already ate.	2	2
[radio shuts off]	2	2
Connie Griffin was in her yard,	2	2
hanging laundry in Bergen Beach.	2	2
She saw the whole thing.	2	2
Can you imagine?	2	2
WOR said there were sharks eating the victims.	2	2
That's worth reporting.	2	2
You want toast?	2	2
Mama, I already ate.	2	2
You say you're coming to dinner, and you already ate?	2	2
I came because I wanted to see you.	2	2
We never see you.	2	2
I'm here. Right now.	2	2
Such a pretty face.	2	2
Mmm. Gladys Rhine was asking for you at church.	2	2
Babe saw your brassiere ads in the newspaper.	2	2
You should see poor Donny. His skin is horrible.	2	2
Clearasil.	2	2
He's beyond that. It's a shame.	2	2
He's a handsome boy.	2	2
Lots of people was asking me about you.	2	2
Doesn't mean the same thing to me that it means to you.	2	2
I think your father would like it if you lit a candle for him.	2	2
I pray for you.	2	2
You know she lies and tells people	2	2
you're out of town on business.	2	2
She has some made-up church in Wilkes-Barre, Pennsylvania,	2	2
where you go to mass with a friend of hers.	2	2
No one asked her to lie.	2	2
She's not gonna be here forever.	2	2
Would it kill you to go?	2	2
I don't want to.	2	2
And I'm capable of making my own decisions.	2	2
Really? State of New York didn't think so.	2	2
The doctors didn't think so.	2	2
Did you bring the vacuum?	2	2
Yes.	2	2
Did you empty the bag?	2	2
Yes.	2	2
How do you let her get away with making a bid of 150?	2	2
She usually overbids. How was I supposed to know?	2	2
I do not overbid. I'm cautious.	2	2
I hear it's gonna be a row of apartments all up Cedar Lane.	2	2
No more cedars.	2	2
No parking around the school.	2	2
You know, I could've had that property for a song?	2	2
A song and a half, tops.	2	2
I thought he was crazy, but there you go.	2	2
I'm sure we have something else to talk about.	2	2
Oh, did you hear about that jetliner?	2	2
Terrible. It's terrible.	2	2
I was supposed to fly to Cleveland. Now I can't.	2	2
I have to take the train.	2	2
Nine hours.	2	2
You have got to be kidding.	2	2
Sorry.	2	2
I love the train. You do, too.	2	2
Bobby.	2	2
Go back to bed.	2	2
[running footsteps, door closes]	2	2
I'm scared. I heard something.	2	2
Everything's great. Go back to bed.	2	2
Bobby.	2	2
Come on.	2	2
Do what your mother says.	2	2
[grunts]	2	2
When I was a child,	2	2
I would've been way more afraid of my father	2	2
than of going to sleep.	2	2
I hated going to sleep when I was a kid.	2	2
But I bet you did when you were told.	2	2
Mm-hmm, with a stack of comics and a flashlight.	2	2
I don't care what they do when they're up there.	2	2
I just like a few hours of quiet.	2	2
Ernie tests my patience.	2	2
Said he saw a ghost.	2	2
He was scared.	2	2
He's a little liar.	2	2
He is?	2	2
He drew the most amazing picture	2	2
of George Washington the other day.	2	2
His teacher was so impressed,	2	2
she put it up in the hallway.	2	2
It really looked like him.	2	2
Well, obviously.	2	2
Because he brought it home, and I noticed	2	2
the exact same image of Washington	2	2
on the cover of one of his books.	2	2
He had traced it.	2	2
What happened?	2	2
He brought a book to school so he could trace it?	2	2
Well, I don't know. Maybe they had it there.	2	2
I mean, the point is it was dishonest.	2	2
My whole art department is run on tracing paper.	2	2
Why reinvent the wheel?	2	2
I've got the rest.	2	2
I don't care about tracing.	2	2
What about all that praise he accepted	2	2
for something he didn't do?	2	2
Well, the book says they start fibbing at this age.	2	2
They want to see if they can make it come true.	2	2
[scoffs]	2	2
I don't need a book to know what little boys do.	2	2
You have anything you want me to take back to the library?	2	2
Anything you want me to pick up?	2	2
No. I have to renew The Agony and the Ecstasy.	2	2
It's taking forever.	2	2
I should go. I have to work tomorrow.	2	2
Busy bee.	2	2
Aren't you going to say good night?	2	2
Hi, Aunt Peggy.	2	2
Marilyn says Helen Bishop's trying to stop them	2	2
from putting parking meters at Depot Plaza.	2	2
Apparently, she got chummy	2	2
with some administrator at the high school.	2	2
Big, fat fellow.	2	2
Carlton's put on a few.	2	2
I think it's nice he's filled out.	2	2
It shows he's happy.	2	2
I wouldn't say that.	2	2
Why not?	2	2
Did he say something? What did he say?	2	2
He didn't say anything.	2	2
Well, he should be happy.	2	2
Okay, maybe he is.	2	2
He should be happy and grateful	2	2
and showering Francine with love after what he put her through.	2	2
Look, Bets, I'm not going to fight.	2	2
I'll say whatever you think I should say,	2	2
but I'm not going to fight with you.	2	2
[chuckles]	2	2
What, sweetheart? Hmm?	2	2
You laughed. What's funny?	2	2
Oh. I just...	2	2
I was just thinking that	2	2
the last conversation I had with him,	2	2
we were arguing about whether Barney Kellogg	2	2
bred Boston terriers or French bulldogs.	2	2
I'm sorry you were arguing.	2	2
Those ugly little pushed-in faces.	2	2
The labored breathing.	2	2
He said they were French bulldogs.	2	2
I said they were Boston terriers.	2	2
He was angry about it.	2	2
Oh, Peter, neither of you knew it was the last time.	2	2
Fighting about facts, my mother calls it.	2	2
We do it all the time.	2	2
Argue over something	2	2
that's actually one thing or another.	2	2
What do Barney's dogs look like?	2	2
Just beige.	2	2
Kind of like pugs, but with big ears.	2	2
Those are French bulldogs.	2	2
Really?	2	2
Mm-hmm.	2	2
When I woke up, I felt fine for a minute.	2	2
Then I remembered.	2	2
You should be thinking about the good times.	2	2
Right.	2	2
So they go out a third time,	2	2
and now the restaurant's even worse... Indian food.	2	2
But she really likes him.	2	2
I told you he worked for City Hall, for the Mayor.	2	2
So what happened? I need three copies.	2	2
One goes to Mr. Robinson, one to Mr. Fairbanks,	2	2
and one to Mr. Smith.	2	2
The strange one.	2	2
That doesn't narrow it down.	2	2
Thank you.	2	2
Mr. Kinsey.	2	2
Is something wrong?	2	2
I'm avoiding you.	2	2
Or haven't you noticed that after three days?	2	2
Are you worried about the typewriter?	2	2
I'm not going to tell anyone.	2	2
Although you were so brazen, you don't deserve clemency.	2	2
What did you say to Sheila?	2	2
Who? Sheila.	2	2
My girlfriend.	2	2
Describe her to me.	2	2
Very funny.	2	2
I know what's first on the list.	2	2
Oh, my God. I knew you were	2	2
a lot of things... I'm not a phony.	2	2
You're so proud.	2	2
It's so obvious why you're seeing her.	2	2
A supermarket checkout girl?	2	2
Conversation must be stimulating.	2	2
Lettuce costs a nickel.	2	2
What a relief. You're just jealous.	2	2
Because you're the one who got away?	2	2
You, out there in your poor-little-rich-boy apartment	2	2
in Newark or wherever.	2	2
Walking around with your pipe and your beard,	2	2
falling in love with that girl	2	2
just to show how interesting you are.	2	2
Go ahead. What part is wrong?	2	2
[knocking]	2	2
Pete?	2	2
Duck. Come in.	2	2
Where's the girl?	2	2
She's supposed to tell me if she goes anywhere.	2	2
When my old man died, I went on a hell of a bender.	2	2
Oh. You heard about that.	2	2
I had to read about it in the Times.	2	2
I wish you felt that you could talk to me about it.	2	2
You should be able to.	2	2
We're practically family here.	2	2
Oh, I don't know, Duck.	2	2
There's not a lot to say.	2	2
No. Of course not.	2	2
Your old man was in advertising, right?	2	2
Boston.	2	2
Used to talk about the '20s like we're idiots.	2	2
My father wasn't.	2	2
Of course, it turns out I really didn't know anything about him	2	2
except that he did not like advertising.	2	2
Ah, that's his style. I'm sure he was proud of you.	2	2
Some people have trouble saying it.	2	2
Yes. That was a problem for him.	2	2
What's not to be proud of?	2	2
You pay attention. You're hungry.	2	2
Most of the time you know what you're doing.	2	2
I've noticed that.	2	2
Oh. I appreciate that.	2	2
Now, I don't want you to think I'm being insensitive,	2	2
but we're going after American Airlines.	2	2
Well, it's...	2	2
I don't want to make you feel uncomfortable.	2	2
Okay.	2	2
I'm meeting at the University Club with Shel Keneally.	2	2
Tonight, actually. Get everything rolling.	2	2
If anything, I'd like you on board.	2	2
I want you leading the way on this thing.	2	2
I think I am uncomfortable.	2	2
I don't think I should do that.	2	2
It just happened.	2	2
I haven't even cried yet.	2	2
Of course.	2	2
It was inappropriate.	2	2
I'm sorry for your loss.	2	2
Can you come in here with the papers I asked for?	2	2
[Roger] Sweetheart.	2	2
You mind?	2	2
I need you to set a meeting.	2	2
A quiet place, but public.	2	2
Have a heart-to-heart with Henry Lamont.	2	2
Why would I do that?	2	2
Because we're cutting him loose.	2	2
Duck's having a meeting with Shel Keneally from American Airlines tonight.	2	2
He's letting them know that Mohawk is over.	2	2
And that gets us a pitch?	2	2
It sends a signal that we're serious.	2	2
And that we're willing to do whatever it takes.	2	2
He has nothing. And this is more of it.	2	2
It's desperate. Come on.	2	2
You should be salivating to rip these guys away from DDB.	2	2
And even if we don't win this account,	2	2
we're going to be on a list in the New York Times	2	2
of big boys pitching for this business.	2	2
We have an airline.	2	2
What kind of company are we going to be?	2	2
The kind where everyone has a summer house?	2	2
I can't believe I look like an idiot	2	2
for wanting to be loyal to these people.	2	2
Oh, take off your dress.	2	2
You get a chance at American Airlines, you take it.	2	2
End of discussion.	2	2
Hildy, can you get my wife on the phone?	2	2
Of course.	2	2
Forget it.	2	2
[no audible dialogue]	2	2
Mr. Campbell.	2	2
Don. Do you have a minute?	2	2
What do you want, Campbell?	2	2
I just was... I don't know.	2	2
It's not a good time.	2	2
If you want, you can leave him a note.	2	2
People do that.	2	2
No.	2	2
Thank you.	2	2
[women laughing]	2	2
Good night, Joan.	2	2
Did you see who did this?	2	2
No.	2	2
I never would have guessed you were in your 30s.	2	2
People should not bring their personal problems into the office.	2	2
I agree.	2	2
Is it so hard to just leave everything	2	2
at the door and just do your job?	2	2
I look forward to it.	2	2
They can't stand it.	2	2
They'll drag you into the garbage out there.	2	2
They just want you to be as miserable as they are.	2	2
I say let them have it.	2	2
♪♪ [traditional Japanese]	2	2
Thanks.	2	2
How are you, Don?	2	2
Henry.	2	2
Sit down.	2	2
Can I get you anything?	2	2
You know, I'm glad you picked this place.	2	2
It reminds me of Pearl Harbor.	2	2
For many reasons.	2	2
Do you think you're not going to have to say it?	2	2
Sterling Cooper has decided	2	2
to end its relationship with Mohawk Airlines.	2	2
Sterling Cooper.	2	2
I'm sorry.	2	2
It wasn't my decision.	2	2
You know, when we came in there,	2	2
they all said Sterling Cooper is Don Draper.	2	2
That's what you get.	2	2
That talk you gave me about us growing together.	2	2
You said Sterling Cooper didn't need a big airline.	2	2
You were going to make us a big airline.	2	2
I wish things hadn't worked out this way.	2	2
I'm almost embarrassed to say this.	2	2
You fooled me.	2	2
Stockholders weren't remotely impressed	2	2
with firing our head of ops.	2	2
So this agency change, well, that's going to be a process.	2	2
And to be part of that process?	2	2
Listen, we're here talking, right? Of course.	2	2
But it's hard for me to leave here comfortable	2	2
unless I know what your objections are.	2	2
Well, we're a few steps away from objections.	2	2
We're just sticking a toe in the water.	2	2
Well, we're not. We jumped in.	2	2
Pete.	2	2
It's good to see you.	2	2
Shel, this is Pete Campbell.	2	2
I don't think he's our best.	2	2
I think he's the best.	2	2
Pleased to meet you.	2	2
You as well.	2	2
I was just telling my buddy Shel here	2	2
how we've really cleared the way to be in this.	2	2
I was telling Duck here	2	2
we don't know where we are yet.	2	2
I don't think you're aware	2	2
of the level of commitment and enthusiasm	2	2
for this project at Sterling Cooper.	2	2
It's true.	2	2
We've got writers bucking the gate.	2	2
I've already got a stack of ideas on my desk	2	2
that I think you'd love to see.	2	2
We understand how delicate	2	2
the process of rebuilding the public's confidence will be.	2	2
Not just the public. Our stockholders.	2	2
Well, I want you to know that,	2	2
should you decide to bring us your business,	2	2
there will be someone on your account	2	2
who knows exactly what you're going through.	2	2
My father was on that plane.	2	2
My goodness.	2	2
Sorry to hear that.	2	2
Yes. Well... it's a horrible thing.	2	2
Hopefully, something good will come of it.	2	2
That is something I will pass on.	2	2
Shall we grab a bite?	2	2
I put our name in.	2	2
"♪♪ [""Sukiyaki""]"	2	2
I'm not your waitress, but are you all set here?	2	2
Excuse me?	2	2
You've been sitting alone a long time.	2	2
Can I get you a menu?	2	2
I don't think so.	2	2
I have to drop this off,	2	2
but I can swing back around on my way out.	2	2
Not tonight.	2	2
[priest speaking Latin]	2	2
Shh, shh, shh. [fussing]	2	2
Would you hold him for me?	2	2
Thanks.	2	2
[crying]	2	2
[speaking Latin]	2	2
Closed-Captioned By J.R. Media Services, Inc. Burbank, CA	2	2
It's smooth, it's brown.	2	3
Now, Sinatra drinks it. Why shouldn't you?	2	3
This bulging?	2	3
No.	2	3
Can you get somebody to clean up the loose chips on the bar?	2	3
It's messy. And if I decide I want to spill some during the bit,	2	3
it's not going to be funny if there's already some there.	2	3
Going again.	2	3
Rolling. Sound, speed.	2	3
"""Utz Are Better Than Nuts"" bar scene, take 6."	2	3
Action.	2	3
 Imagine my horror when a night on the town turned ugly.	2	3
This is a nice place for nice people,	2	3
and the jerk behind the bar, he throws a bowl of nuts at me.	2	3
What am I, a squirrel?	2	3
Well, lucky for him, I bring my own wherever I go.	2	3
Am I crazy? I don't think so.	2	3
Just you try and stick your face into a can of nuts.	2	3
Take it from a nut.	2	3
Utz are better than nuts.	2	3
Don't cut. No. I want to do that again.	2	3
Roll the camera over that way 5 feet and come in around the lapels.	2	3
Quiet, please.	2	3
Still rolling.	2	3
Just try sticking your face into a can of nuts.	2	3
 Here we are in Lakehurst, New Jersey,	2	3
watching as the great airship Hindenburg	2	3
attempts to tie off its mooring mast and...	2	3
Oh, my God! She suddenly burst into flames!	2	3
Oh, God! Look at the size of it!	2	3
It's horrible! Oh, the humanity!	2	3
Hey, get Sitting Bull on the phone.	2	3
We found the last buffalo.	2	3
Hey, get a wider lens, right?	2	3
We want to shoot her in CinemaFat.	2	3
Hey, Jimmy, what do you say we take a little break?	2	3
Open your mouth, sweetheart.	2	3
I want to see if Gepetto's building a fire in there.	2	3
That man is an animal.	2	3
Jesus, Jimmy.	2	3
Just for your information, this guy's laughing over here.	2	3
Are you going right home?	2	3
No.	2	3
I have marketing.	2	3
I have to pick up Don's watch.	2	3
- You bought Don a watch? - I got it repaired.	2	3
He was bathing the kids with it.	2	3
I've been looking for one for Raymond.	2	3
- We're coming up on 10, you know. - 10?	2	3
Poor man has to think of something for the girl who has everything.	2	3
Did you make any suggestions?	2	3
I do love your car.	2	3
That's not romantic.	2	3
Did you hear the part where I said 10 years?	2	3
I shouldn't be saying that.	2	3
He looks like a little boy.	2	3
I guess.	2	3
He reminds me of Monty Clift in A Place in the Sun,	2	3
learning how to ride so he can worm his way into the upper crust.	2	3
Somewhere there's a pregnant girl floating in a lake.	2	3
I'm from the South. There are such people.	2	3
I think he needs a different horse.	2	3
He's on the worst one we have.	2	3
I apologize.	2	3
I knew it would be a challenge, or I would have done it myself.	2	3
Thank you, Gertie.	2	3
You have to admit... he is handsome.	2	3
He's got that going for him.	2	3
Shall we?	2	3
I have to get my purse.	2	3
No. You're not going anywhere.	2	3
We have to meet her.	2	3
Mrs. Draper, Mrs. Carson,	2	3
this is Tara Montague, my fianc?e.	2	3
Sarah Beth Carson.	2	3
Betty Draper.	2	3
You must be the ladies he rides with.	2	3
We're among them.	2	3
Artie, are you the rooster around here?	2	3
I think they make fun of me.	2	3
We don't. That would be cruel.	2	3
Well, I've done plenty of things for him.	2	3
And I'd love to continue doing so.	2	3
Pleased to meet you.	2	3
She's pretty.	2	3
Very pretty.	2	3
Prettier than I expected.	2	3
I think she's about right.	2	3
I spend too much time here.	2	3
I actually dreamt about him.	2	3
I think it was him,	2	3
or a version of him that could ride.	2	3
I'll see you Saturday.	2	3
No. You'll have him to yourself on Saturday.	2	3
Becky has a dance recital.	2	3
It's so horrible to put girls that fat in a leotard.	2	3
Stop. She'll outgrow it.	2	3
She did.	2	3
Happy Thursday, Mr. Crane.	2	3
Thank you.	2	3
You've never opened one of these, have you?	2	3
Hey, Todd.	2	3
Yes, Mr. Crane?	2	3
Nothing. Get the door, will you?	2	3
Damn it.	2	3
Whoa.	2	3
You in the middle of something?	2	3
